datetime,temp,humidity,precip,precipprob,preciptype,region
2019-02-06T07:00:00,1.7,76.02,0.0,0,,North San Jose
2019-02-06T08:00:00,2.2,73.4,0.0,0,,North San Jose
2019-02-06T09:00:00,5.6,64.44,0.0,0,,North San Jose
2019-02-06T10:00:00,7.8,62.78,0.0,0,,North San Jose
2019-02-06T11:00:00,9.4,54.64,0.0,0,,North San Jose
2019-02-06T12:00:00,11.1,46.51,0.0,0,,North San Jose
2019-02-06T13:00:00,11.7,52.22,0.0,0,,North San Jose
2019-02-06T14:00:00,12.8,50.8,0.0,0,,North San Jose
2019-02-06T15:00:00,12.2,52.93,0.0,0,,North San Jose
2019-02-06T16:00:00,11.2,52.44,0.0,0,,North San Jose
2019-02-06T17:00:00,10.0,67.62,0.0,0,,North San Jose
2019-02-06T18:00:00,10.0,70.73,0.0,0,,North San Jose
2019-02-06T19:00:00,8.8,79.96,0.0,0,,North San Jose
2019-02-06T20:00:00,9.3,77.18,0.0,0,,North San Jose
2019-02-06T21:00:00,7.8,85.37,0.0,0,,North San Jose
2019-02-06T22:00:00,8.3,65.68,0.0,0,,North San Jose
2019-02-06T23:00:00,6.7,70.78,0.0,0,,North San Jose
2019-02-07T00:00:00,6.6,71.0,0.0,0,,North San Jose
2019-02-07T01:00:00,2.9,99.26,0.0,0,,North San Jose
2019-02-07T02:00:00,3.9,83.6,0.0,0,,North San Jose
2019-02-07T03:00:00,2.9,87.11,0.0,0,,North San Jose
2019-02-07T04:00:00,2.8,99.55,0.0,0,,North San Jose
2019-02-07T05:00:00,2.9,81.4,0.0,0,,North San Jose
2019-02-07T06:00:00,2.8,88.41,0.0,0,,North San Jose
2019-02-07T07:00:00,2.8,91.8,0.0,0,,North San Jose
2019-02-07T08:00:00,2.8,88.48,0.0,0,,North San Jose
2019-02-07T09:00:00,5.6,75.91,0.0,0,,North San Jose
2019-02-07T10:00:00,8.1,62.81,0.0,0,,North San Jose
2019-02-07T11:00:00,10.6,56.05,0.0,0,,North San Jose
2019-02-07T12:00:00,11.7,44.65,0.0,0,,North San Jose
2019-02-07T13:00:00,12.8,38.14,0.0,0,,North San Jose
2019-02-07T14:00:00,12.9,35.57,0.0,0,,North San Jose
2019-02-07T15:00:00,13.8,35.87,0.0,0,,North San Jose
2019-02-07T16:00:00,13.8,35.98,0.0,0,,North San Jose
2019-02-07T17:00:00,11.7,54.27,0.0,0,,North San Jose
2019-02-07T18:00:00,9.4,65.79,0.0,0,,North San Jose
2019-02-07T19:00:00,8.4,72.9,0.0,0,,North San Jose
2019-02-07T20:00:00,10.0,79.22,0.0,0,,North San Jose
2019-02-07T21:00:00,9.9,61.25,0.0,0,,North San Jose
2019-02-07T22:00:00,9.9,63.51,0.0,0,,North San Jose
2019-02-07T23:00:00,8.3,85.29,0.0,0,,North San Jose
2019-02-08T00:00:00,8.3,85.34,0.0,0,,North San Jose
2019-02-08T01:00:00,8.3,95.73,0.0,0,,North San Jose
2019-02-08T02:00:00,6.7,98.86,0.0,0,,North San Jose
2019-02-08T03:00:00,7.8,99.3,0.0,0,,North San Jose
2019-02-08T04:00:00,7.2,96.07,0.0,0,,North San Jose
2019-02-08T05:00:00,5.7,99.21,0.0,0,,North San Jose
2019-02-08T06:00:00,6.7,88.63,0.0,0,,North San Jose
2019-02-08T07:00:00,6.7,88.61,0.0,0,,North San Jose
2019-02-08T08:00:00,7.2,85.58,0.0,0,,North San Jose
2019-02-08T09:00:00,7.9,85.62,0.0,0,,North San Jose
2019-02-08T10:00:00,9.4,70.92,0.0,0,,North San Jose
2019-02-08T11:00:00,11.2,68.6,0.0,0,,North San Jose
2019-02-08T12:00:00,11.7,60.54,0.0,0,,North San Jose
2019-02-08T13:00:00,11.7,56.59,0.0,0,,North San Jose
2019-02-08T14:00:00,11.1,71.32,0.319,100,rain,North San Jose
2019-02-08T15:00:00,8.8,86.25,2.3,100,rain,North San Jose
2019-02-08T16:00:00,8.9,80.47,1.544,100,rain,North San Jose
2019-02-08T17:00:00,8.8,89.32,1.45,100,rain,North San Jose
2019-02-08T18:00:00,8.8,83.49,0.308,100,rain,North San Jose
2019-02-08T19:00:00,8.8,86.39,0.289,100,rain,North San Jose
2019-02-08T20:00:00,9.3,61.8,0.28800000000000003,100,rain,North San Jose
2019-02-08T21:00:00,8.8,66.66,0.0,0,,North San Jose
2019-02-08T22:00:00,8.3,73.68,0.0,0,,North San Jose
2019-02-08T23:00:00,8.3,73.84,0.0,0,,North San Jose
2019-02-09T00:00:00,8.3,83.25,0.0,0,,North San Jose
2019-02-09T01:00:00,7.8,95.49,0.6990000000000001,100,rain,North San Jose
2019-02-09T02:00:00,7.2,93.14,1.042,100,rain,North San Jose
2019-02-09T03:00:00,6.2,96.58,0.483,100,rain,North San Jose
2019-02-09T04:00:00,4.4,99.88,0.0,0,,North San Jose
2019-02-09T05:00:00,4.4,99.66,0.0,0,,North San Jose
2019-02-09T06:00:00,4.4,96.37,0.0,0,,North San Jose
2019-02-09T07:00:00,3.4,99.72,0.0,0,,North San Jose
2019-02-09T08:00:00,6.1,62.77,0.0,0,,North San Jose
2019-02-09T09:00:00,11.0,53.28,0.0,0,,North San Jose
2019-02-09T10:00:00,9.9,57.25,0.003,100,rain,North San Jose
2019-02-09T11:00:00,10.0,91.91,0.0,0,,North San Jose
2019-02-09T12:00:00,11.7,84.69,0.0,0,,North San Jose
2019-02-09T13:00:00,12.2,68.79,0.0,0,,North San Jose
2019-02-09T14:00:00,12.1,64.55,0.005,100,rain,North San Jose
2019-02-09T15:00:00,11.2,73.77,0.0,0,,North San Jose
2019-02-09T16:00:00,11.2,79.32,0.0,0,,North San Jose
2019-02-09T17:00:00,11.1,68.72,0.004,100,rain,North San Jose
2019-02-09T18:00:00,10.0,94.47,0.009000000000000001,100,rain,North San Jose
2019-02-09T19:00:00,10.0,95.11,0.207,100,rain,North San Jose
2019-02-09T20:00:00,10.6,68.33,0.165,100,rain,North San Jose
2019-02-09T21:00:00,10.0,74.42,0.019,100,rain,North San Jose
2019-02-09T22:00:00,10.6,68.68,0.221,100,rain,North San Jose
2019-02-09T23:00:00,10.6,79.77,2.086,100,rain,North San Jose
2019-02-10T00:00:00,10.5,99.55,2.22,100,rain,North San Jose
2019-02-10T01:00:00,7.9,91.16,2.104,100,rain,North San Jose
2019-02-10T02:00:00,7.1,85.44,1.8769999999999998,100,rain,North San Jose
2019-02-10T03:00:00,7.2,93.01,0.426,100,rain,North San Jose
2019-02-10T04:00:00,6.7,92.94,1.393,100,rain,North San Jose
2019-02-10T05:00:00,6.1,98.72,0.289,100,rain,North San Jose
2019-02-10T06:00:00,8.2,59.55,0.012,100,rain,North San Jose
2019-02-10T07:00:00,6.6,49.57,1.516,100,rain,North San Jose
2019-02-10T08:00:00,4.4,96.28,0.488,100,rain,North San Jose
2019-02-10T09:00:00,5.7,91.19,0.0,0,,North San Jose
2019-02-10T10:00:00,8.6,46.48,0.0,0,,North San Jose
2019-02-10T11:00:00,7.9,75.74,0.0,0,,North San Jose
2019-02-10T12:00:00,9.3,63.71,0.0,0,,North San Jose
2019-02-10T13:00:00,10.0,54.06,0.0,0,,North San Jose
2019-02-10T14:00:00,8.9,58.25,0.0,0,,North San Jose
2019-02-10T15:00:00,10.6,53.88,0.0,0,,North San Jose
2019-02-10T16:00:00,10.0,56.2,0.0,0,,North San Jose
2019-02-10T17:00:00,9.4,56.57,0.0,0,,North San Jose
2019-02-10T18:00:00,8.4,62.9,0.0,0,,North San Jose
2019-02-10T19:00:00,7.8,70.59,0.0,0,,North San Jose
2019-02-10T20:00:00,7.2,85.22,0.0,0,,North San Jose
2019-02-10T21:00:00,6.7,92.17,0.0,0,,North San Jose
2019-02-10T22:00:00,6.1,84.76,0.0,0,,North San Jose
2019-02-10T23:00:00,5.0,91.94,0.0,0,,North San Jose
2019-02-11T00:00:00,6.0,62.55,0.0,0,,North San Jose
2019-02-11T01:00:00,3.3,99.39,0.0,0,,North San Jose
2019-02-11T02:00:00,3.3,99.4,0.0,0,,North San Jose
2019-02-11T03:00:00,2.8,99.48,0.0,0,,North San Jose
2019-02-11T04:00:00,2.8,99.47,0.0,0,,North San Jose
2019-02-11T05:00:00,3.3,99.35,0.0,0,,North San Jose
2019-02-11T06:00:00,3.3,91.89,0.0,0,,North San Jose
2019-02-11T07:00:00,3.8,92.9,0.0,0,,North San Jose
2019-02-11T08:00:00,4.9,88.97,0.0,0,,North San Jose
2019-02-11T09:00:00,6.7,76.51,0.0,0,,North San Jose
2019-02-11T10:00:00,8.8,73.2,0.0,0,,North San Jose
2019-02-11T11:00:00,10.0,56.42,0.0,0,,North San Jose
2019-02-11T12:00:00,11.2,48.42,0.0,0,,North San Jose
2019-02-11T13:00:00,12.2,48.84,0.0,0,,North San Jose
2019-02-11T14:00:00,11.7,44.7,0.0,0,,North San Jose
2019-02-11T15:00:00,12.2,46.97,0.0,0,,North San Jose
2019-02-11T16:00:00,12.2,46.95,0.0,0,,North San Jose
2019-02-11T17:00:00,11.6,48.61,0.0,0,,North San Jose
2019-02-11T18:00:00,8.9,68.13,0.0,0,,North San Jose
2019-02-11T19:00:00,8.4,75.55,0.0,0,,North San Jose
2019-02-11T20:00:00,8.8,82.65,0.0,0,,North San Jose
2019-02-11T21:00:00,6.7,92.23,0.0,0,,North San Jose
2019-02-11T22:00:00,5.0,94.87,0.0,0,,North San Jose
2019-02-11T23:00:00,5.6,94.98,0.0,0,,North San Jose
2019-02-12T00:00:00,3.4,99.32,0.0,0,,North San Jose
2019-02-12T01:00:00,4.3,99.28,0.0,0,,North San Jose
2019-02-12T02:00:00,3.8,99.37,0.0,0,,North San Jose
2019-02-12T03:00:00,2.9,99.51,0.0,0,,North San Jose
2019-02-12T04:00:00,3.8,99.54,0.0,0,,North San Jose
2019-02-12T05:00:00,3.1,87.13,0.0,0,,North San Jose
2019-02-12T06:00:00,3.9,92.85,0.0,0,,North San Jose
2019-02-12T07:00:00,4.4,89.63,0.0,0,,North San Jose
2019-02-12T08:00:00,5.6,78.46,0.0,0,,North San Jose
2019-02-12T09:00:00,7.2,76.35,0.0,0,,North San Jose
2019-02-12T10:00:00,8.3,70.85,0.0,0,,North San Jose
2019-02-12T11:00:00,8.8,68.22,0.0,0,,North San Jose
2019-02-12T12:00:00,11.1,48.6,0.0,0,,North San Jose
2019-02-12T13:00:00,11.7,44.85,0.0,0,,North San Jose
2019-02-12T14:00:00,11.1,48.69,0.0,0,,North San Jose
2019-02-12T15:00:00,11.1,50.25,0.0,0,,North San Jose
2019-02-12T16:00:00,11.7,46.76,0.0,0,,North San Jose
2019-02-12T17:00:00,12.2,41.33,0.0,0,,North San Jose
2019-02-12T18:00:00,12.8,41.58,0.0,0,,North San Jose
2019-02-12T19:00:00,11.7,48.93,0.0,0,,North San Jose
2019-02-12T20:00:00,11.2,50.32,0.0,0,,North San Jose
2019-02-12T21:00:00,11.6,50.85,0.019,100,rain,North San Jose
2019-02-12T22:00:00,11.7,52.12,0.006,100,rain,North San Jose
2019-02-12T23:00:00,12.1,49.24,0.021,100,rain,North San Jose
2019-02-13T00:00:00,10.6,65.51,0.037000000000000005,100,rain,North San Jose
2019-02-13T01:00:00,11.1,68.82,0.009000000000000001,100,rain,North San Jose
2019-02-13T02:00:00,12.2,56.76,0.004,100,rain,North San Jose
2019-02-13T03:00:00,12.2,55.0,0.0,0,,North San Jose
2019-02-13T04:00:00,11.7,54.5,0.0,0,,North San Jose
2019-02-13T05:00:00,11.1,58.99,0.34600000000000003,100,rain,North San Jose
2019-02-13T06:00:00,8.9,85.85,0.8240000000000001,100,rain,North San Jose
2019-02-13T07:00:00,8.9,86.23,0.872,100,rain,North San Jose
2019-02-13T08:00:00,8.8,89.33,0.37799999999999995,100,rain,North San Jose
2019-02-13T09:00:00,9.4,90.16,2.7060000000000004,100,rain,North San Jose
2019-02-13T10:00:00,10.0,95.37,1.013,100,rain,North San Jose
2019-02-13T11:00:00,11.2,96.28,0.16899999999999998,100,rain,North San Jose
2019-02-13T12:00:00,12.8,92.39,0.0,0,,North San Jose
2019-02-13T13:00:00,13.9,89.46,0.28800000000000003,100,rain,North San Jose
2019-02-13T14:00:00,16.1,83.35,0.0,0,,North San Jose
2019-02-13T15:00:00,15.7,88.56,0.0,0,,North San Jose
2019-02-13T16:00:00,16.2,85.87,0.0,0,,North San Jose
2019-02-13T17:00:00,16.2,85.99,0.0,0,,North San Jose
2019-02-13T18:00:00,16.7,85.63,0.0,0,,North San Jose
2019-02-13T19:00:00,16.2,88.69,0.28800000000000003,100,rain,North San Jose
2019-02-13T20:00:00,16.7,83.04,0.0,0,,North San Jose
2019-02-13T21:00:00,15.7,91.72,3.148,100,rain,North San Jose
2019-02-13T22:00:00,15.6,92.17,2.191,100,rain,North San Jose
2019-02-13T23:00:00,16.1,86.63,0.503,100,rain,North San Jose
2019-02-14T00:00:00,15.7,91.87,0.905,100,rain,North San Jose
2019-02-14T01:00:00,15.6,91.99,2.77,100,rain,North San Jose
2019-02-14T02:00:00,15.7,91.93,1.78,100,rain,North San Jose
2019-02-14T03:00:00,15.7,95.55,2.3609999999999998,100,rain,North San Jose
2019-02-14T04:00:00,15.7,95.64,3.9,100,rain,North San Jose
2019-02-14T05:00:00,16.7,86.15,0.81,100,rain,North San Jose
2019-02-14T06:00:00,15.7,88.98,0.16,100,rain,North San Jose
2019-02-14T07:00:00,14.3,86.75,0.016,100,rain,North San Jose
2019-02-14T08:00:00,13.3,80.08,0.006,100,rain,North San Jose
2019-02-14T09:00:00,13.3,80.02,0.0,0,,North San Jose
2019-02-14T10:00:00,12.2,89.65,0.38799999999999996,100,rain,North San Jose
2019-02-14T11:00:00,12.8,89.63,1.919,100,rain,North San Jose
2019-02-14T12:00:00,11.7,93.35,3.095,100,rain,North San Jose
2019-02-14T13:00:00,10.7,95.69,3.092,100,rain,North San Jose
2019-02-14T14:00:00,11.7,85.77,0.14800000000000002,100,rain,North San Jose
2019-02-14T15:00:00,12.8,74.67,0.16,100,rain,North San Jose
2019-02-14T16:00:00,12.8,71.92,0.0,0,,North San Jose
2019-02-14T17:00:00,12.2,66.64,0.0,0,,North San Jose
2019-02-14T18:00:00,11.2,68.76,0.003,100,rain,North San Jose
2019-02-14T19:00:00,11.7,66.5,0.0,0,,North San Jose
2019-02-14T20:00:00,10.0,76.81,0.29600000000000004,100,rain,North San Jose
2019-02-14T21:00:00,10.0,79.44,0.0,0,,North San Jose
2019-02-14T22:00:00,11.2,71.06,0.0,0,,North San Jose
2019-02-14T23:00:00,11.1,74.08,0.168,100,rain,North San Jose
2019-02-15T00:00:00,10.0,92.52,4.088,100,rain,North San Jose
2019-02-15T01:00:00,10.0,86.19,0.001,100,rain,North San Jose
2019-02-15T02:00:00,9.3,92.87,0.618,100,rain,North San Jose
2019-02-15T03:00:00,8.9,85.98,1.849,100,rain,North San Jose
2019-02-15T04:00:00,8.9,76.76,0.48,100,rain,North San Jose
2019-02-15T05:00:00,8.8,76.97,0.008,100,rain,North San Jose
2019-02-15T06:00:00,8.4,82.86,0.006999999999999999,100,rain,North San Jose
2019-02-15T07:00:00,8.8,76.97,0.005,100,rain,North San Jose
2019-02-15T08:00:00,8.3,79.56,0.789,100,rain,North San Jose
2019-02-15T09:00:00,9.3,77.61,0.28800000000000003,100,rain,North San Jose
2019-02-15T10:00:00,10.0,79.57,0.003,100,rain,North San Jose
2019-02-15T11:00:00,11.2,65.83,0.0,0,,North San Jose
2019-02-15T12:00:00,10.0,76.5,0.488,100,rain,North San Jose
2019-02-15T13:00:00,10.6,79.2,0.49700000000000005,100,rain,North San Jose
2019-02-15T14:00:00,10.0,82.13,0.295,100,rain,North San Jose
2019-02-15T15:00:00,10.0,80.02,0.02,100,rain,North San Jose
2019-02-15T16:00:00,8.4,79.21,0.778,100,rain,North San Jose
2019-02-15T17:00:00,8.9,79.98,0.522,100,rain,North San Jose
2019-02-15T18:00:00,7.2,89.42,1.7530000000000001,100,rain,North San Jose
2019-02-15T19:00:00,7.2,85.55,0.0,0,,North San Jose
2019-02-15T20:00:00,6.7,88.52,0.001,100,rain,North San Jose
2019-02-15T21:00:00,6.7,88.79,0.009000000000000001,100,rain,North San Jose
2019-02-15T22:00:00,6.7,88.93,0.016,100,rain,North San Jose
2019-02-15T23:00:00,6.2,96.28,0.008,100,rain,North San Jose
2019-02-16T00:00:00,6.7,92.68,0.01,100,rain,North San Jose
2019-02-16T01:00:00,6.7,96.17,1.311,100,rain,North San Jose
2019-02-16T02:00:00,6.7,93.06,0.025,100,rain,North San Jose
2019-02-16T03:00:00,6.7,96.18,1.71,100,rain,North San Jose
2019-02-16T04:00:00,6.2,99.77,0.753,100,rain,North San Jose
2019-02-16T05:00:00,6.7,96.2,0.28800000000000003,100,rain,North San Jose
2019-02-16T06:00:00,6.2,99.78,0.506,100,rain,North San Jose
2019-02-16T07:00:00,6.2,99.78,0.981,100,rain,North San Jose
2019-02-16T08:00:00,7.2,96.43,0.401,100,rain,North San Jose
2019-02-16T09:00:00,8.4,89.55,0.389,100,rain,North San Jose
2019-02-16T10:00:00,9.4,83.49,0.001,100,rain,North San Jose
2019-02-16T11:00:00,10.7,79.29,0.001,100,rain,North San Jose
2019-02-16T12:00:00,11.1,73.99,0.638,100,rain,North San Jose
2019-02-16T13:00:00,11.2,68.54,0.157,100,rain,North San Jose
2019-02-16T14:00:00,10.7,78.91,0.297,100,rain,North San Jose
2019-02-16T15:00:00,10.7,71.03,0.0,0,,North San Jose
2019-02-16T16:00:00,10.7,67.68,0.0,0,,North San Jose
2019-02-16T17:00:00,10.0,65.36,0.0,0,,North San Jose
2019-02-16T18:00:00,8.9,76.41,0.0,0,,North San Jose
2019-02-16T19:00:00,8.4,75.67,0.0,0,,North San Jose
2019-02-16T20:00:00,7.9,75.64,0.0,0,,North San Jose
2019-02-16T21:00:00,7.2,76.32,0.0,0,,North San Jose
2019-02-16T22:00:00,7.8,75.64,0.0,0,,North San Jose
2019-02-16T23:00:00,6.7,78.84,0.0,0,,North San Jose
2019-02-17T00:00:00,6.1,82.08,0.0,0,,North San Jose
2019-02-17T01:00:00,5.0,88.64,0.0,0,,North San Jose
2019-02-17T02:00:00,4.4,95.67,0.0,0,,North San Jose
2019-02-17T03:00:00,5.7,90.92,0.644,100,rain,North San Jose
2019-02-17T04:00:00,6.1,96.29,0.873,100,rain,North San Jose
2019-02-17T05:00:00,6.1,96.56,3.234,100,rain,North San Jose
2019-02-17T06:00:00,6.2,96.58,0.799,100,rain,North San Jose
2019-02-17T07:00:00,5.7,99.73,0.981,100,rain,North San Jose
2019-02-17T08:00:00,6.2,96.45,0.0,0,,North San Jose
2019-02-17T09:00:00,7.9,82.49,0.0,0,,North San Jose
2019-02-17T10:00:00,9.3,77.11,0.0,0,,North San Jose
2019-02-17T11:00:00,10.0,63.34,0.0,0,,North San Jose
2019-02-17T12:00:00,10.7,64.8,0.0,0,,North San Jose
2019-02-17T13:00:00,11.1,60.29,0.0,0,,North San Jose
2019-02-17T14:00:00,11.7,60.29,0.0,0,,North San Jose
2019-02-17T15:00:00,11.7,56.02,0.0,0,,North San Jose
2019-02-17T16:00:00,11.2,50.22,0.0,0,,North San Jose
2019-02-17T17:00:00,10.0,58.33,0.0,0,,North San Jose
2019-02-17T18:00:00,8.9,65.81,0.003,100,rain,North San Jose
2019-02-17T19:00:00,8.3,73.13,0.005,100,rain,North San Jose
2019-02-17T20:00:00,6.2,75.9,0.021,100,rain,North San Jose
2019-02-17T21:00:00,6.1,82.3,0.0,0,,North San Jose
2019-02-17T22:00:00,6.1,82.44,0.0,0,,North San Jose
2019-02-17T23:00:00,6.1,82.58,0.0,0,,North San Jose
2019-02-18T00:00:00,5.0,86.06,0.0,0,,North San Jose
2019-02-18T01:00:00,3.8,96.24,0.0,0,,North San Jose
2019-02-18T02:00:00,3.3,96.21,0.0,0,,North San Jose
2019-02-18T03:00:00,3.3,96.32,0.0,0,,North San Jose
2019-02-18T04:00:00,2.8,95.2,0.0,0,,North San Jose
2019-02-18T05:00:00,2.2,96.01,0.0,0,,North San Jose
2019-02-18T06:00:00,2.2,95.97,0.0,0,,North San Jose
2019-02-18T07:00:00,2.8,91.73,0.0,0,,North San Jose
2019-02-18T08:00:00,3.8,82.13,0.0,0,,North San Jose
2019-02-18T09:00:00,6.7,70.5,0.0,0,,North San Jose
2019-02-18T10:00:00,8.4,60.49,0.0,0,,North San Jose
2019-02-18T11:00:00,9.4,54.11,0.0,0,,North San Jose
2019-02-18T12:00:00,10.6,47.4,0.0,0,,North San Jose
2019-02-18T13:00:00,11.2,45.8,0.0,0,,North San Jose
2019-02-18T14:00:00,11.7,44.17,0.0,0,,North San Jose
2019-02-18T15:00:00,12.2,40.84,0.0,0,,North San Jose
2019-02-18T16:00:00,12.8,30.14,0.0,0,,North San Jose
2019-02-18T17:00:00,12.2,29.94,0.0,0,,North San Jose
2019-02-18T18:00:00,10.6,34.71,0.0,0,,North San Jose
2019-02-18T19:00:00,9.9,36.52,0.0,0,,North San Jose
2019-02-18T20:00:00,8.8,39.36,0.0,0,,North San Jose
2019-02-18T21:00:00,7.2,53.43,0.0,0,,North San Jose
2019-02-18T22:00:00,5.6,61.56,0.0,0,,North San Jose
2019-02-18T23:00:00,6.1,55.62,0.0,0,,North San Jose
2019-02-19T00:00:00,3.9,69.64,0.0,0,,North San Jose
2019-02-19T01:00:00,4.3,70.03,0.0,0,,North San Jose
2019-02-19T02:00:00,2.2,78.27,0.0,0,,North San Jose
2019-02-19T03:00:00,2.2,78.32,0.0,0,,North San Jose
2019-02-19T04:00:00,2.2,78.46,0.0,0,,North San Jose
2019-02-19T05:00:00,2.2,75.73,0.0,0,,North San Jose
2019-02-19T06:00:00,1.1,81.45,0.0,0,,North San Jose
2019-02-19T07:00:00,1.2,81.31,0.0,0,,North San Jose
2019-02-19T08:00:00,2.8,77.68,0.0,0,,North San Jose
2019-02-19T09:00:00,5.7,70.04,0.0,0,,North San Jose
2019-02-19T10:00:00,8.8,51.5,0.0,0,,North San Jose
2019-02-19T11:00:00,10.0,40.87,0.0,0,,North San Jose
2019-02-19T12:00:00,11.1,36.27,0.0,0,,North San Jose
2019-02-19T13:00:00,12.2,35.13,0.0,0,,North San Jose
2019-02-19T14:00:00,12.8,36.61,0.0,0,,North San Jose
2019-02-19T15:00:00,12.9,36.46,0.0,0,,North San Jose
2019-02-19T16:00:00,12.2,40.77,0.0,0,,North San Jose
2019-02-19T17:00:00,11.7,41.29,0.0,0,,North San Jose
2019-02-19T18:00:00,10.0,62.89,0.0,0,,North San Jose
2019-02-19T19:00:00,10.0,65.35,0.0,0,,North San Jose
2019-02-19T20:00:00,8.9,65.98,0.0,0,,North San Jose
2019-02-19T21:00:00,8.9,73.19,0.0,0,,North San Jose
2019-02-19T22:00:00,8.9,68.36,0.0,0,,North San Jose
2019-02-19T23:00:00,7.9,70.61,0.0,0,,North San Jose
2019-02-20T00:00:00,7.9,73.18,0.0,0,,North San Jose
2019-02-20T01:00:00,8.4,68.39,0.0,0,,North San Jose
2019-02-20T02:00:00,9.4,77.37,0.0,0,,North San Jose
2019-02-20T03:00:00,9.4,74.0,0.0,0,,North San Jose
2019-02-20T04:00:00,8.9,76.35,0.0,0,,North San Jose
2019-02-20T05:00:00,9.4,73.94,0.0,0,,North San Jose
2019-02-20T06:00:00,9.3,74.03,0.0,0,,North San Jose
2019-02-20T07:00:00,8.8,79.88,0.0,0,,North San Jose
2019-02-20T08:00:00,8.9,82.62,0.0,0,,North San Jose
2019-02-20T09:00:00,10.0,76.56,0.0,0,,North San Jose
2019-02-20T10:00:00,10.7,70.88,0.0,0,,North San Jose
2019-02-20T11:00:00,11.7,65.92,0.0,0,,North San Jose
2019-02-20T12:00:00,11.7,63.14,0.0,0,,North San Jose
2019-02-20T13:00:00,12.8,61.24,0.0,0,,North San Jose
2019-02-20T14:00:00,12.9,58.55,0.0,0,,North San Jose
2019-02-20T15:00:00,11.8,60.21,0.0,0,,North San Jose
2019-02-20T16:00:00,12.2,58.51,0.0,0,,North San Jose
2019-02-20T17:00:00,11.7,58.54,0.008,100,rain,North San Jose
2019-02-20T18:00:00,10.0,65.53,0.0,0,,North San Jose
2019-02-20T19:00:00,9.3,68.49,0.0,0,,North San Jose
2019-02-20T20:00:00,8.4,75.64,0.0,0,,North San Jose
2019-02-20T21:00:00,8.8,73.22,0.0,0,,North San Jose
2019-02-20T22:00:00,8.3,73.17,0.0,0,,North San Jose
2019-02-20T23:00:00,7.9,75.56,0.0,0,,North San Jose
2019-02-21T00:00:00,7.8,75.62,0.0,0,,North San Jose
2019-02-21T01:00:00,7.2,81.51,0.0,0,,North San Jose
2019-02-21T02:00:00,7.8,67.53,0.0,0,,North San Jose
2019-02-21T03:00:00,6.7,72.83,0.0,0,,North San Jose
2019-02-21T04:00:00,6.7,72.92,0.0,0,,North San Jose
2019-02-21T05:00:00,5.0,81.78,0.0,0,,North San Jose
2019-02-21T06:00:00,4.4,85.49,0.0,0,,North San Jose
2019-02-21T07:00:00,4.4,85.57,0.0,0,,North San Jose
2019-02-21T08:00:00,5.6,82.01,0.0,0,,North San Jose
2019-02-21T09:00:00,7.2,76.34,0.0,0,,North San Jose
2019-02-21T10:00:00,8.8,63.07,0.0,0,,North San Jose
2019-02-21T11:00:00,9.4,60.44,0.0,0,,North San Jose
2019-02-21T12:00:00,10.7,53.52,0.0,0,,North San Jose
2019-02-21T13:00:00,11.7,47.99,0.0,0,,North San Jose
2019-02-21T14:00:00,12.8,42.97,0.0,0,,North San Jose
2019-02-21T15:00:00,12.9,31.22,0.0,0,,North San Jose
2019-02-21T16:00:00,12.9,30.0,0.0,0,,North San Jose
2019-02-21T17:00:00,12.2,31.28,0.0,0,,North San Jose
2019-02-21T18:00:00,11.1,33.6,0.0,0,,North San Jose
2019-02-21T19:00:00,10.6,34.73,0.0,0,,North San Jose
2019-02-21T20:00:00,9.4,38.98,0.0,0,,North San Jose
2019-02-21T21:00:00,8.4,41.72,0.0,0,,North San Jose
2019-02-21T22:00:00,9.4,35.89,0.0,0,,North San Jose
2019-02-21T23:00:00,8.4,43.43,0.0,0,,North San Jose
2019-02-22T00:00:00,8.3,38.47,0.0,0,,North San Jose
2019-02-22T01:00:00,7.8,36.5,0.0,0,,North San Jose
2019-02-22T02:00:00,6.2,42.54,0.0,0,,North San Jose
2019-02-22T03:00:00,5.7,46.22,0.0,0,,North San Jose
2019-02-22T04:00:00,5.0,44.45,0.0,0,,North San Jose
2019-02-22T05:00:00,3.4,54.0,0.0,0,,North San Jose
2019-02-22T06:00:00,2.9,58.63,0.0,0,,North San Jose
2019-02-22T07:00:00,3.4,54.08,0.0,0,,North San Jose
2019-02-22T08:00:00,5.0,50.78,0.0,0,,North San Jose
2019-02-22T09:00:00,7.9,41.64,0.0,0,,North San Jose
2019-02-22T10:00:00,8.9,34.03,0.0,0,,North San Jose
2019-02-22T11:00:00,10.6,32.92,0.0,0,,North San Jose
2019-02-22T12:00:00,11.1,31.83,0.0,0,,North San Jose
2019-02-22T13:00:00,12.2,31.2,0.0,0,,North San Jose
2019-02-22T14:00:00,12.8,23.08,0.0,0,,North San Jose
2019-02-22T15:00:00,12.9,25.06,0.0,0,,North San Jose
2019-02-22T16:00:00,12.9,28.56,0.0,0,,North San Jose
2019-02-22T17:00:00,11.7,34.95,0.0,0,,North San Jose
2019-02-22T18:00:00,10.0,47.66,0.0,0,,North San Jose
2019-02-22T19:00:00,9.4,51.92,0.0,0,,North San Jose
2019-02-22T20:00:00,9.3,52.08,0.0,0,,North San Jose
2019-02-22T21:00:00,7.8,57.75,0.0,0,,North San Jose
2019-02-22T22:00:00,6.7,59.56,0.0,0,,North San Jose
2019-02-22T23:00:00,5.0,66.68,0.0,0,,North San Jose
